站号,站名,观测时间,气温4次平均,最高气温,最低气温,20-20降水量,本站气压4次平均,相对湿度4次平均,最小相对湿度,10分钟风速4次平均,日最大风风速,日照时数合计
53798,邢台,2015-02-04,1.9,7.7,-0.7,0.0,1009.4,31,15,2.8,5.2,8.7
53698,石家庄,2015-02-05,2.3,8.2,-3.8,0.0,1019.8,31,19,1.1,2.3,9.5
53798,邢台,2015-02-05,1.7,6.7,-3.5,0.0,1010.1,30,21,4.1,5.7,9.2
53698,石家庄,2015-02-06,4.5,10.7,0.0,0.0,1011.0,28,16,1.0,2.2,8.6
53798,邢台,2015-02-06,2.6,8.3,-1.7,0.0,1001.2,31,19,2.8,6.5,7.7
53698,石家庄,2015-02-07,3.8,8.0,-0.7,0.0,1015.5,25,12,1.2,2.6,8.8
53798,邢台,2015-02-07,3.2,6.4,1.3,0.0,1005.1,27,19,3.8,8.2,9.0
53698,石家庄,2015-02-08,-1.8,3.6,-5.7,0.0,1022.8,37,15,1.5,2.9,9.0
53798,邢台,2015-02-08,-2.1,2.5,-5.8,0.0,1012.5,41,22,3.4,5.9,6.6
53698,石家庄,2015-02-09,0.8,8.8,-5.8,0.0,1016.0,34,20,1.0,2.5,9.4
53798,邢台,2015-02-09,1.2,9.4,-5.9,0.0,1006.2,38,19,4.2,7.1,8.8
53698,石家庄,2015-02-10,7.6,15.7,-2.1,0.0,1004.1,24,11,1.5,2.4,8.9
53798,邢台,2015-02-10,7.7,15.1,0.6,0.0,994.7,20,8,3.1,7.0,8.9
53698,石家庄,2015-02-11,5.1,10.8,2.4,0.0,1003.8,26,15,0.9,2.0,8.7
53798,邢台,2015-02-11,6.8,10.8,3.7,0.0,993.2,22,15,3.7,9.0,7.5
53698,石家庄,2015-02-12,1.7,6.8,-2.4,0.0,1007.4,41,25,0.7,2.2,5.4
53798,邢台,2015-02-12,2.6,6.9,-1.7,0.0,997.1,35,24,2.4,4.7,6.0
53698,石家庄,2015-02-13,5.2,13.7,-1.8,0.0,1004.8,38,15,1.0,2.9,9.5
53798,邢台,2015-02-13,6.0,13.2,-0.6,0.0,995.5,31,13,4.0,6.7,9.1
53698,石家庄,2015-02-14,6.1,15.1,0.0,0.0,999.1,34,21,0.9,2.0,6.5
53798,邢台,2015-02-14,8.4,17.3,0.7,0.0,988.8,32,20,2.6,6.2,8.0
53698,石家庄,2015-02-15,5.2,8.6,1.7,0.0,1005.3,43,26,1.1,2.1,0.0
53798,邢台,2015-02-15,6.0,11.9,3.2,0.0,994.2,43,28,5.7,10.2,2.2
53698,石家庄,2015-02-16,7.8,17.2,0.0,0.0,1006.2,28,8,1.2,2.7,9.9
53798,邢台,2015-02-16,7.0,14.4,-1.1,0.0,996.6,36,14,3.1,6.1,9.3
53698,石家庄,2015-02-17,6.0,10.8,2.6,0.0,1010.2,30,19,1.1,2.0,8.8
53798,邢台,2015-02-17,5.2,10.2,0.4,0.0,999.8,37,25,3.9,7.5,7.9
53698,石家庄,2015-02-18,4.8,10.8,-0.2,0.0,1017.6,40,23,1.0,1.8,8.1
53798,邢台,2015-02-18,4.9,9.8,0.2,0.0,1007.7,40,21,2.9,4.2,6.7
53698,石家庄,2015-02-19,0.6,6.5,-0.5,1.3,1015.6,71,37,0.9,1.9,0.0
53798,邢台,2015-02-19,3.1,6.5,1.8,0.0,1005.1,53,32,2.4,3.5,0.0
53698,石家庄,2015-02-20,0.6,1.3,0.1,5.8,1008.7,96,93,0.3,1.0,0.0
53798,邢台,2015-02-20,0.5,2.6,-0.1,3.8,998.8,92,64,1.3,2.7,0.0
53698,石家庄,2015-02-21,2.9,14.7,-0.3,0.0,1004.8,75,9,1.3,3.8,5.1
53798,邢台,2015-02-21,4.9,10.8,-0.3,//,994.6,74,24,5.3,11.5,2.2
53698,石家庄,2015-02-22,1.2,6.5,-2.3,0.0,1011.9,23,11,1.7,4.1,9.5
53798,邢台,2015-02-22,1.5,10.2,-3.7,0.0,1001.4,27,9,4.4,10.7,9.9
53698,石家庄,2015-02-23,1.7,7.5,-3.4,0.0,1008.3,38,16,1.3,2.2,7.8
53798,邢台,2015-02-23,1.9,6.4,-2.6,0.0,998.0,35,17,2.5,6.7,3.7
53698,石家庄,2015-02-24,1.8,6.8,-2.7,0.0,1001.9,53,37,1.0,1.8,2.9
53798,邢台,2015-02-24,1.9,7.6,-4.7,0.0,991.6,67,38,1.4,4.4,2.5
53698,石家庄,2015-02-25,4.4,11.8,-1.5,0.0,1005.9,47,10,1.1,4.1,7.8
53798,邢台,2015-02-25,3.8,9.4,-0.3,0.0,995.8,59,30,2.3,6.4,7.3
53698,石家庄,2015-02-26,3.3,7.6,-2.1,0.0,1012.5,29,16,1.2,2.1,8.7
53798,邢台,2015-02-26,3.3,7.0,-1.3,0.0,1002.1,35,21,2.6,8.0,9.1
53698,石家庄,2015-02-27,1.6,4.3,0.1,0.0,1019.2,39,25,2.0,2.4,0.0
53798,邢台,2015-02-27,2.2,3.5,1.0,0.0,1008.5,43,30,2.2,5.8,0.0
53698,石家庄,2015-02-28,1.0,5.8,-1.3,0.5,1014.4,83,54,0.9,2.7,0.0
53798,邢台,2015-02-28,2.1,7.2,-1.9,//,1004.6,73,41,3.1,5.3,0.0
53698,石家庄,2015-03-01,8.5,15.1,1.9,0.0,1009.5,19,9,1.5,2.9,10.2
53798,邢台,2015-03-01,7.9,14.2,1.4,0.0,1000.2,17,8,3.6,7.8,9.6
53698,石家庄,2015-03-02,11.2,16.1,3.7,0.0,999.5,21,9,1.7,3.0,3.9
53798,邢台,2015-03-02,8.8,17.0,3.6,0.0,990.3,26,8,3.6,6.8,8.5
53698,石家庄,2015-03-03,4.0,12.9,1.4,0.0,1011.0,18,7,2.4,4.6,10.2
53798,邢台,2015-03-03,5.0,12.5,1.6,0.0,999.7,14,6,5.0,14.7,10.6
53698,石家庄,2015-03-04,1.3,6.7,-4.4,0.0,1015.9,21,11,1.3,2.6,9.1
53798,邢台,2015-03-04,1.0,5.3,-4.8,0.0,1005.7,18,10,3.0,5.7,7.9
53698,石家庄,2015-03-05,3.1,8.8,-2.7,0.0,1012.9,31,17,0.9,2.6,7.1
53798,邢台,2015-03-05,3.9,8.8,-1.2,0.0,1002.7,30,16,4.5,7.5,6.4
53698,石家庄,2015-03-06,6.7,14.8,-1.2,0.0,1006.0,39,25,1.5,3.6,8.5
53798,邢台,2015-03-06,5.8,13.2,-0.5,0.0,997.0,42,27,4.1,7.8,9.1
53698,石家庄,2015-03-07,7.0,13.8,0.4,0.0,1005.2,52,32,0.9,2.2,7.6
53798,邢台,2015-03-07,8.1,15.2,1.0,0.0,995.1,46,29,3.0,7.5,9.2
53698,石家庄,2015-03-08,7.6,10.9,5.0,0.0,1008.1,54,40,0.9,2.2,0.0
53798,邢台,2015-03-08,7.9,11.3,5.8,0.0,998.1,57,43,2.5,7.6,0.0
53698,石家庄,2015-03-09,3.7,8.2,0.5,0.9,1021.5,48,26,1.4,2.3,6.1
53798,邢台,2015-03-09,2.6,7.5,0.9,0.0,1011.4,41,23,2.8,6.4,9.1
53698,石家庄,2015-03-10,3.4,10.0,-2.7,0.0,1018.3,40,18,1.4,2.5,9.1
53798,邢台,2015-03-10,3.1,9.3,-3.3,0.0,1008.4,32,17,3.4,6.9,9.4
53698,石家庄,2015-03-11,7.6,14.0,-0.9,0.0,1010.5,23,9,1.0,2.9,10.1
53798,邢台,2015-03-11,6.9,12.9,0.5,0.0,1001.2,22,7,4.0,6.7,9.3
53698,石家庄,2015-03-12,7.5,15.3,-0.5,0.0,1003.1,29,14,1.1,2.2,9.3
53798,邢台,2015-03-12,8.8,15.0,2.4,0.0,993.2,23,16,2.5,7.4,8.8
53698,石家庄,2015-03-13,8.6,15.1,1.8,0.0,1008.3,28,11,1.3,2.1,9.2
53798,邢台,2015-03-13,8.6,13.5,2.6,0.0,998.3,26,14,3.1,7.6,6.2
53698,石家庄,2015-03-14,9.9,16.4,5.2,0.0,1007.0,33,20,0.9,2.2,5.1
53798,邢台,2015-03-14,11.8,17.0,6.5,0.0,996.9,28,17,6.0,11.4,0.0
53698,石家庄,2015-03-15,11.4,17.9,4.7,0.0,1004.7,33,13,1.7,3.7,9.4
53798,邢台,2015-03-15,11.8,17.8,5.3,0.0,995.1,39,11,4.5,9.0,5.6
53698,石家庄,2015-03-16,13.4,21.4,6.0,0.0,998.2,48,36,1.1,3.6,8.4
53798,邢台,2015-03-16,13.9,19.6,8.8,0.0,988.8,63,47,3.9,9.6,5.3
53698,石家庄,2015-03-17,12.5,16.8,9.8,0.0,1005.6,58,33,1.7,3.0,0.0
53798,邢台,2015-03-17,12.3,16.0,10.7,0.0,995.1,67,29,4.3,10.3,0.0
53698,石家庄,2015-03-18,9.6,14.4,5.1,0.0,1004.3,36,23,1.0,2.3,3.1
53798,邢台,2015-03-18,9.3,14.9,5.7,0.0,994.3,37,19,3.0,6.6,3.3
53698,石家庄,2015-03-19,12.6,19.7,5.4,0.0,1004.4,37,16,1.1,2.5,7.7
53798,邢台,2015-03-19,12.6,17.9,6.7,0.0,995.0,31,16,2.4,4.7,0.0
53698,石家庄,2015-03-20,15.7,23.2,6.8,0.0,1005.6,23,7,1.5,3.9,10.1
53798,邢台,2015-03-20,15.8,20.5,11.4,0.0,996.6,23,11,4.4,9.7,9.4
53698,石家庄,2015-03-21,16.8,22.0,9.7,0.0,1006.4,13,6,1.3,3.7,10.7
53798,邢台,2015-03-21,15.8,20.6,10.8,0.0,997.2,16,7,3.5,6.1,10.7
53698,石家庄,2015-03-22,10.7,16.5,9.0,0.0,1013.9,26,14,1.0,3.1,4.2
53798,邢台,2015-03-22,10.3,17.1,7.8,0.0,1003.2,30,13,4.1,15.3,0.0
53698,石家庄,2015-03-23,10.8,16.6,3.8,0.0,1017.3,27,11,1.1,2.5,10.3
53798,邢台,2015-03-23,9.2,14.7,3.4,0.0,1007.8,27,8,3.2,4.7,8.0
53698,石家庄,2015-03-24,11.8,17.5,6.7,0.0,1017.3,30,20,1.2,2.3,9.9
53798,邢台,2015-03-24,11.5,17.1,5.8,0.0,1007.6,30,18,3.2,6.6,8.2
53698,石家庄,2015-03-25,11.6,17.0,5.9,0.0,1017.1,50,28,0.9,3.0,1.8
53798,邢台,2015-03-25,12.4,17.4,7.4,0.0,1007.4,43,16,3.0,8.3,6.4
53698,石家庄,2015-03-26,12.6,18.5,6.9,0.0,1016.8,42,28,1.6,3.2,8.9
53798,邢台,2015-03-26,13.1,17.6,9.4,0.0,1007.4,39,27,4.3,8.2,7.8
53698,石家庄,2015-03-27,14.3,20.6,7.8,0.0,1008.8,48,32,1.4,3.9,7.4
53798,邢台,2015-03-27,13.8,20.0,8.0,0.0,999.6,47,28,4.2,8.1,7.4
53698,石家庄,2015-03-28,18.8,25.3,11.2,0.0,1001.6,28,7,1.7,3.5,10.8
53798,邢台,2015-03-28,19.4,25.6,11.8,0.0,992.2,24,5,3.4,10.8,10.8
53698,石家庄,2015-03-29,17.9,23.9,9.7,0.0,1001.0,30,21,1.7,3.9,8.1
53798,邢台,2015-03-29,18.4,24.0,13.6,0.0,991.9,28,15,4.9,10.7,8.9
53698,石家庄,2015-03-30,17.8,22.2,11.3,0.0,995.0,53,36,1.1,2.4,5.9
53798,邢台,2015-03-30,18.3,23.3,10.8,0.0,985.4,54,35,5.1,9.5,7.3
53698,石家庄,2015-03-31,13.9,20.4,9.5,4.8,1000.7,83,62,1.4,3.5,0.0
53798,邢台,2015-03-31,14.2,20.4,8.2,1.4,989.7,86,62,6.3,14.8,0.0
53698,石家庄,2015-04-01,8.0,9.6,7.2,4.6,1008.3,77,51,1.0,2.1,0.0
53798,邢台,2015-04-01,6.6,8.3,4.8,7.9,997.8,75,47,5.8,9.0,0.0
53698,石家庄,2015-04-02,8.1,14.0,2.9,11.2,991.4,78,50,1.2,2.3,5.9
53798,邢台,2015-04-02,7.0,12.8,2.6,16.7,981.7,76,57,5.0,10.7,7.0
53698,石家庄,2015-04-03,10.7,13.7,6.0,0.0,998.8,76,53,1.2,2.2,0.0
53798,邢台,2015-04-03,10.8,13.6,5.5,0.0,988.8,73,51,2.7,4.5,0.0
53698,石家庄,2015-04-04,11.3,15.2,8.0,0.6,1000.3,68,50,1.2,2.2,0.0
53798,邢台,2015-04-04,10.6,14.0,7.4,0.0,990.6,72,56,2.1,4.8,0.0
53698,石家庄,2015-04-05,14.9,19.5,9.2,0.0,1004.4,49,17,1.2,2.7,9.6
53798,邢台,2015-04-05,13.9,18.3,9.8,0.0,995.0,55,27,3.1,6.1,8.6
53698,石家庄,2015-04-06,8.2,16.1,6.4,0.0,1017.1,34,24,2.0,3.3,4.5
53798,邢台,2015-04-06,7.5,14.8,6.2,0.0,1007.0,38,28,3.1,6.6,5.7
53698,石家庄,2015-04-07,7.6,11.5,2.4,0.0,1018.6,48,37,1.2,2.6,4.4
53798,邢台,2015-04-07,6.8,10.9,2.5,0.0,1008.7,54,31,3.2,7.4,9.4
53698,石家庄,2015-04-08,8.7,12.4,5.9,0.0,1011.7,58,42,1.1,2.3,0.0
53798,邢台,2015-04-08,9.0,13.4,4.7,0.0,1001.7,55,34,3.1,8.1,0.0
53698,石家庄,2015-04-09,12.1,17.9,7.0,1.3,1007.9,72,33,1.0,2.7,7.4
53798,邢台,2015-04-09,12.5,17.6,7.3,0.1,998.5,68,37,3.0,5.7,0.0
53698,石家庄,2015-04-10,16.7,22.6,10.2,0.0,1006.4,40,23,1.9,3.3,10.6
53798,邢台,2015-04-10,16.9,22.3,9.7,0.0,997.5,37,18,4.1,8.9,11.0
53698,石家庄,2015-04-11,17.3,23.3,11.8,0.0,1004.6,47,26,1.3,3.0,8.1
53798,邢台,2015-04-11,16.6,21.8,10.5,//,995.5,63,29,2.6,6.8,4.2
53698,石家庄,2015-04-12,11.4,19.5,8.0,0.0,1012.6,39,19,3.3,4.9,11.5
53798,邢台,2015-04-12,11.1,18.0,8.4,0.0,1001.8,39,13,6.4,14.1,6.5
53698,石家庄,2015-04-13,9.9,17.1,4.5,0.0,1013.6,48,27,0.9,3.4,8.8
53798,邢台,2015-04-13,8.7,15.2,2.5,0.0,1004.0,54,28,4.2,10.2,7.6
53698,石家庄,2015-04-14,17.7,26.2,8.3,0.0,997.5,29,9,1.4,3.3,11.5
53798,邢台,2015-04-14,17.6,24.4,8.7,0.0,988.7,25,9,5.8,8.2,11.1
53698,石家庄,2015-04-15,25.7,34.1,13.5,0.0,987.1,21,7,2.1,4.3,9.6
53798,邢台,2015-04-15,25.4,32.2,16.0,0.0,978.3,17,7,5.0,9.9,10.5
53698,石家庄,2015-04-16,17.5,30.7,13.7,0.0,1000.8,15,7,3.3,6.4,10.4
53798,邢台,2015-04-16,16.9,31.1,11.6,0.0,991.6,18,8,6.3,12.8,11.2
53698,石家庄,2015-04-17,16.9,24.3,8.8,0.0,997.1,36,21,2.4,6.1,11.1
53798,邢台,2015-04-17,17.3,23.5,10.0,0.0,987.7,38,22,4.3,6.7,10.7
53698,石家庄,2015-04-18,15.0,19.4,13.5,5.3,998.3,74,47,1.4,3.9,0.0
53798,邢台,2015-04-18,14.9,18.7,12.4,4.9,988.4,73,53,3.8,9.2,0.0
53698,石家庄,2015-04-19,14.4,17.6,11.8,1.7,1003.0,76,42,3.0,5.5,0.0
53798,邢台,2015-04-19,13.3,15.0,10.3,6.7,993.1,79,70,3.5,7.8,0.0
53698,石家庄,2015-04-20,14.0,20.2,8.0,0.0,1003.1,68,35,1.9,5.4,9.8
53798,邢台,2015-04-20,14.3,20.1,7.1,0.0,993.8,62,27,4.5,8.4,11.0
53698,石家庄,2015-04-21,21.5,30.8,10.6,0.0,999.3,33,7,3.5,6.7,12.2
53798,邢台,2015-04-21,20.2,29.2,11.9,0.0,990.2,43,7,2.2,11.0,11.6
53698,石家庄,2015-04-22,19.4,24.6,11.6,0.0,1005.4,31,15,3.3,8.0,11.3
53798,邢台,2015-04-22,20.2,24.3,13.6,0.0,996.8,29,19,5.2,10.8,8.1
53698,石家庄,2015-04-23,24.5,33.7,14.4,0.0,1001.4,31,8,2.9,7.2,10.4
53798,邢台,2015-04-23,24.0,31.3,15.2,0.0,992.8,32,10,3.3,7.5,10.4
53698,石家庄,2015-04-24,20.7,25.4,14.4,0.0,1009.0,30,15,2.5,5.3,10.1
53798,邢台,2015-04-24,20.7,25.9,15.9,0.0,998.5,40,23,6.4,13.0,3.5
53698,石家庄,2015-04-25,22.7,31.0,15.3,0.0,1003.4,44,20,1.8,5.4,11.4
53798,邢台,2015-04-25,22.7,30.7,14.3,0.0,994.4,42,19,4.0,8.9,9.2
53698,石家庄,2015-04-26,25.1,30.4,18.5,0.0,998.0,33,22,3.2,7.2,8.6
53798,邢台,2015-04-26,22.9,29.3,18.4,0.0,989.4,38,26,4.2,9.9,3.9
53698,石家庄,2015-04-27,23.9,29.8,16.9,0.0,992.0,48,25,4.0,7.3,9.4
53798,邢台,2015-04-27,23.2,29.1,17.8,0.0,983.6,44,27,4.2,10.0,0.0
53698,石家庄,2015-04-28,21.0,24.5,16.3,0.0,997.1,65,47,2.1,5.5,9.3
53798,邢台,2015-04-28,19.8,23.6,15.7,0.0,987.2,68,43,3.6,10.6,0.0
53698,石家庄,2015-04-29,22.1,27.8,17.5,0.0,1000.4,58,41,2.7,6.7,9.8
53798,邢台,2015-04-29,21.4,27.1,15.0,0.0,991.5,53,32,4.0,7.0,11.1
53698,石家庄,2015-04-30,22.7,28.7,16.2,0.0,997.8,61,40,2.9,6.5,10.1
53798,邢台,2015-04-30,23.0,29.1,16.3,0.0,988.6,53,33,3.4,8.9,9.8
53698,石家庄,2015-05-01,19.5,25.1,15.6,7.4,996.3,76,49,1.4,4.8,0.0
53798,邢台,2015-05-01,20.5,26.8,15.3,21.5,986.4,71,45,5.0,13.9,3.2
53698,石家庄,2015-05-02,18.7,24.5,14.0,9.2,998.6,74,41,1.9,4.8,7.9
53798,邢台,2015-05-02,18.2,22.7,13.9,17.4,989.2,78,53,3.5,8.6,6.1
53698,石家庄,2015-05-03,19.8,24.1,15.9,0.0,1000.5,69,38,1.3,5.8,5.9
53798,邢台,2015-05-03,19.2,22.5,15.5,0.0,990.9,78,48,3.3,8.4,0.0
53698,石家庄,2015-05-04,18.6,22.4,12.1,0.0,1003.6,46,16,3.3,8.0,12.1
53798,邢台,2015-05-04,18.5,21.8,14.6,0.0,994.6,44,18,4.6,8.7,9.5
53698,石家庄,2015-05-05,20.0,27.1,13.2,0.0,992.5,56,26,2.2,7.0,7.7
53798,邢台,2015-05-05,20.1,28.5,12.9,1.4,983.4,55,30,4.0,17.6,10.4
53698,石家庄,2015-05-06,19.0,21.3,17.0,0.0,998.0,35,23,2.0,4.7,8.4
53798,邢台,2015-05-06,17.9,19.9,16.8,0.0,987.7,48,30,4.5,12.5,3.5
53698,石家庄,2015-05-07,18.1,22.6,12.5,0.0,998.8,50,34,1.9,4.8,4.8
53798,邢台,2015-05-07,17.8,22.0,11.6,1.2,989.7,51,29,3.0,7.9,4.4
53698,石家庄,2015-05-08,19.8,27.2,13.3,1.3,995.9,64,32,2.2,6.8,9.6
53798,邢台,2015-05-08,20.3,26.2,14.5,0.0,986.5,51,26,3.0,7.8,11.4
53698,石家庄,2015-05-09,10.7,19.3,8.4,20.7,1004.3,93,68,3.7,5.5,0.0
53798,邢台,2015-05-09,12.0,22.0,8.8,31.3,993.3,91,57,6.9,11.8,0.0
53698,石家庄,2015-05-10,9.3,10.0,8.3,9.7,1002.9,87,70,1.7,3.6,0.0
53798,邢台,2015-05-10,8.6,9.2,7.7,13.3,993.2,89,74,3.7,6.0,0.0
53698,石家庄,2015-05-11,15.2,21.6,8.0,0.5,997.8,51,23,2.7,8.2,9.7
53798,邢台,2015-05-11,14.0,21.5,8.2,1.0,989.0,67,20,4.1,12.8,11.2
53698,石家庄,2015-05-12,21.6,29.7,15.1,0.0,987.1,32,10,3.8,7.6,12.7
53798,邢台,2015-05-12,22.8,29.3,13.0,0.0,979.2,24,9,5.8,10.0,12.7
53698,石家庄,2015-05-13,28.3,35.7,19.2,0.0,983.0,26,12,4.2,7.7,11.8
53798,邢台,2015-05-13,26.6,34.0,16.8,0.0,975.0,26,11,6.3,8.5,10.4
53698,石家庄,2015-05-14,23.5,27.2,18.4,0.0,994.4,34,20,1.7,5.4,7.7
53798,邢台,2015-05-14,23.4,28.5,19.7,0.0,985.2,31,23,4.3,8.5,2.1
53698,石家庄,2015-05-15,21.0,24.2,17.3,0.0,1001.9,47,32,2.3,5.9,11.4
53798,邢台,2015-05-15,20.8,24.3,16.2,0.0,992.0,48,35,4.4,9.6,8.5
53698,石家庄,2015-05-16,22.1,28.0,16.4,0.0,998.4,54,32,2.4,6.0,9.5
53798,邢台,2015-05-16,21.7,27.1,15.3,0.0,989.6,54,34,3.3,8.0,0.0
53698,石家庄,2015-05-17,25.1,32.6,17.4,0.0,986.4,61,42,2.3,7.4,9.1
53798,邢台,2015-05-17,25.2,32.3,17.8,0.0,978.1,54,33,5.8,12.8,7.9
53698,石家庄,2015-05-18,27.2,32.7,22.5,0.0,988.8,35,17,2.6,6.3,12.6
53798,邢台,2015-05-18,26.7,30.5,21.6,0.0,979.9,36,14,3.3,8.0,10.4
53698,石家庄,2015-05-19,24.3,29.0,19.5,0.0,995.9,24,9,2.0,5.8,12.5
53798,邢台,2015-05-19,22.9,27.6,19.4,0.0,986.2,31,13,3.2,11.6,10.6
53698,石家庄,2015-05-20,22.4,28.0,16.7,0.0,1004.3,26,14,1.7,4.4,12.8
53798,邢台,2015-05-20,21.4,25.8,15.2,0.0,995.2,30,19,2.8,8.6,10.8
53698,石家庄,2015-05-21,21.9,26.6,19.1,0.0,1001.5,35,23,2.7,6.8,5.5
53798,邢台,2015-05-21,20.1,22.1,17.8,0.0,993.0,41,31,2.7,8.2,3.7
53698,石家庄,2015-05-22,24.0,29.7,16.3,0.0,997.0,45,28,2.7,4.8,10.7
53798,邢台,2015-05-22,22.0,27.4,15.8,0.0,988.3,48,32,2.8,5.5,5.9
53698,石家庄,2015-05-23,24.3,30.1,17.4,0.0,995.9,55,37,2.2,4.5,10.5
53798,邢台,2015-05-23,23.0,28.9,16.1,0.0,986.8,52,36,3.0,5.7,10.8
53698,石家庄,2015-05-24,25.7,31.6,19.9,0.0,994.7,50,28,3.0,6.3,8.0
53798,邢台,2015-05-24,25.3,30.6,17.9,0.0,985.8,46,22,3.1,7.0,9.3
53698,石家庄,2015-05-25,26.7,32.7,20.7,0.0,993.7,45,31,2.3,6.3,10.2
53798,邢台,2015-05-25,25.6,31.4,18.7,0.0,985.0,45,25,3.8,8.5,9.9
53698,石家庄,2015-05-26,25.9,31.6,20.3,0.0,993.9,52,38,2.4,6.2,9.8
53798,邢台,2015-05-26,25.5,30.7,19.4,0.0,985.0,51,33,4.0,8.4,10.6
53698,石家庄,2015-05-27,25.0,29.7,19.3,0.0,992.3,62,40,1.3,4.5,0.0
53798,邢台,2015-05-27,24.4,30.0,19.1,0.0,983.1,64,32,3.0,6.0,5.3
53698,石家庄,2015-05-28,24.5,28.1,20.8,0.0,991.6,63,42,1.8,4.2,0.0
53798,邢台,2015-05-28,23.8,28.5,19.9,0.0,982.6,63,38,4.2,7.6,0.0
53698,石家庄,2015-05-29,23.6,28.9,20.2,5.1,994.4,67,31,2.0,4.3,2.1
53798,邢台,2015-05-29,23.0,25.7,20.7,//,985.1,66,48,3.0,7.7,1.2
53698,石家庄,2015-05-30,24.2,30.3,18.4,2.1,995.3,57,31,3.3,9.5,9.5
53798,邢台,2015-05-30,24.3,29.9,16.3,0.0,986.3,49,26,3.1,8.5,6.5
53698,石家庄,2015-05-31,27.6,34.7,18.1,0.0,990.0,45,28,3.9,7.0,11.2
53798,邢台,2015-05-31,27.5,34.2,17.7,0.0,981.4,41,21,4.6,10.4,12.0
53698,石家庄,2015-06-01,29.1,35.4,22.9,0.0,988.0,50,25,1.8,5.8,6.0
53798,邢台,2015-06-01,28.8,34.0,23.3,0.0,979.4,46,28,4.3,7.7,6.7
53698,石家庄,2015-06-02,27.3,31.5,23.1,0.0,995.9,41,20,1.9,4.8,9.6
53798,邢台,2015-06-02,26.7,29.6,22.7,0.0,986.3,47,18,4.8,12.9,1.5
53698,石家庄,2015-06-03,26.3,31.0,19.8,0.0,1000.8,34,21,2.4,4.7,11.1
53798,邢台,2015-06-03,25.6,30.9,19.0,0.0,991.7,31,15,3.5,8.6,9.5
53698,石家庄,2015-06-04,25.0,28.7,18.7,2.6,993.5,39,24,2.7,10.3,4.7
53798,邢台,2015-06-04,25.0,27.9,21.1,0.1,984.5,33,21,3.1,12.0,4.4
53698,石家庄,2015-06-05,26.9,36.3,15.7,0.0,985.6,39,15,1.9,4.7,11.8
53798,邢台,2015-06-05,29.0,38.1,17.9,0.0,977.3,26,7,3.3,9.7,12.5
53698,石家庄,2015-06-06,26.5,31.6,22.9,0.0,988.8,45,21,2.1,4.9,8.7
53798,邢台,2015-06-06,28.4,33.9,21.7,0.0,979.1,35,11,4.8,10.3,11.7
53698,石家庄,2015-06-07,24.3,29.4,19.7,0.0,995.9,49,24,2.0,5.4,5.6
53798,邢台,2015-06-07,24.5,30.5,20.6,0.0,985.8,51,24,4.7,11.5,4.4
53698,石家庄,2015-06-08,26.3,33.4,17.4,0.0,992.6,45,22,2.5,6.1,11.4
53798,邢台,2015-06-08,26.0,33.3,17.2,0.0,984.0,43,16,4.8,9.6,11.2
53698,石家庄,2015-06-09,27.6,36.9,20.2,0.0,986.8,38,20,2.6,7.0,11.2
53798,邢台,2015-06-09,31.1,37.5,24.5,0.0,977.4,24,12,5.6,10.8,10.7
53698,石家庄,2015-06-10,26.5,32.0,21.6,0.0,987.2,51,16,3.5,6.7,0.0
53798,邢台,2015-06-10,27.2,33.3,22.7,0.0,978.4,43,11,4.7,13.2,2.1
53698,石家庄,2015-06-11,27.4,31.5,23.5,0.0,988.0,26,18,4.1,8.7,12.4
53798,邢台,2015-06-11,27.1,31.5,22.9,0.0,979.6,23,15,6.3,13.9,12.1
53698,石家庄,2015-06-12,29.6,34.2,22.0,0.0,987.0,24,15,4.5,10.1,13.3
53798,邢台,2015-06-12,29.8,36.7,23.2,0.0,977.9,22,9,3.9,13.4,12.7
53698,石家庄,2015-06-13,27.9,32.1,23.8,0.0,991.7,33,20,3.2,7.0,12.5
53798,邢台,2015-06-13,27.7,31.6,23.8,0.0,982.2,29,19,3.9,8.5,9.8
53698,石家庄,2015-06-14,27.4,32.5,20.8,0.0,996.2,42,28,2.0,4.0,10.8
53798,邢台,2015-06-14,26.1,31.6,19.5,0.0,987.3,44,28,2.2,4.9,0.0
53698,石家庄,2015-06-15,26.4,31.3,23.4,0.0,994.5,49,30,1.9,4.7,0.0
53798,邢台,2015-06-15,26.4,30.8,23.0,0.0,985.4,43,32,3.0,7.4,4.9
53698,石家庄,2015-06-16,27.8,33.8,22.7,0.0,991.3,46,27,2.6,4.7,4.2
53798,邢台,2015-06-16,26.7,31.8,19.6,0.0,982.5,45,31,3.4,7.5,8.5
53698,石家庄,2015-06-17,28.2,34.1,23.6,0.0,990.2,46,29,1.6,8.6,0.6
53798,邢台,2015-06-17,27.3,34.4,21.7,3.3,981.1,51,24,3.3,9.9,3.9
53698,石家庄,2015-06-18,28.1,33.2,23.7,0.0,994.3,43,24,2.1,4.5,9.7
53798,邢台,2015-06-18,26.6,31.7,21.8,0.0,985.1,47,24,3.8,8.1,8.9
53698,石家庄,2015-06-19,25.6,30.1,20.9,0.0,995.6,43,29,3.3,6.7,10.0
53798,邢台,2015-06-19,25.6,30.8,20.7,1.1,985.7,48,29,3.9,8.9,4.8
53698,石家庄,2015-06-20,25.6,30.5,19.6,0.0,999.9,45,27,1.8,5.0,9.2
